"ref_code","ref_source","ref_language","pub_year","ref_info","ref_info_orig","ref_doi","ref_journal_orig","study_id"
"Ashaf_Ud_Doulah_et_al_2020","GS","english",2020,"Ashaf-Ud-Doulah, M., Al Mamun, A., Rahman, M.L., Islam, S.M., Jannat, R., Hossain, M.A.R. and Shahjahan, M., 2020. High temperature acclimation alters upper thermal limits and growth performance of Indian major carp, rohu, Labeo rohita (Hamilton, 1822). Journal of Thermal Biology, 93, p.102738.","Ashaf-Ud-Doulah, M., Al Mamun, A., Rahman, M.L., Islam, S.M., Jannat, R., Hossain, M.A.R. and Shahjahan, M., 2020. High temperature acclimation alters upper thermal limits and growth performance of Indian major carp, rohu, Labeo rohita (Hamilton, 1822). Journal of Thermal Biology, 93, p.102738.","10.1016/j.jtherbio.2020.102738","Journal of Thermal Biology","s_16"
"Dalvi_et_al_2009","Cereja_2020","english",2009,"Dalvi, R.S., Pal, A.K., Tiwari, L.R., Das, T. and Baruah, K., 2009. Thermal tolerance and oxygen consumption rates of the catfish Horabagrus brachysoma (Günther) acclimated to different temperatures. Aquaculture, 295(1-2), pp.116-119.",,"10.1016/j.aquaculture.2009.06.034","Aquaculture","s_92"
"Sarma_et_al_2010","Leiva_et_al_2019","english",2010," Sarma K, Pal AK, Ayyappan S, Das T, Manush SM, Debnath D, Baruah K. 2010 Acclimation of Anabas testudineus (Bloch) to three test temperatures influences thermal tolerance and oxygen consumption. Fish Physiol. Biochem. 36, 85–90.",,,"Fish Physiology and Biochemistry","s_333"
"Wang_et_al_2021","CNKI","chinese",2021,"Wang H., Kang S., Wang M., Ma B., Li Z., Yu L., Li H. 2021. Study on morphological characteristics and thermal tolerance of the climbing perch. Jiangxi Fishery Science and Technology, 4, 11-15","王海华, 康升云, 王梦杰, 马本贺，李左宏，余连渭，李燕华. (2021). 攀鲈形态特征及耐寒性能研究. 江西水产科技, 4, 11-15.",,"江西水产科技","s_401"
"Alcaraz_et_al_1997","Cereja_2020","english",1997,"Alcaraz, G., Chiappa-Carrara, X. and Vanegas, C., 1997. Temperature tolerance of Penaeus setiferus postlarvae exposed to ammonia and nitrite. Aquatic toxicology, 39(3-4), pp.345-353.",,"10.1016/S0166-445X(96)00852-1","Aquatic Toxicology","s_7"
"Wang_et_al_2015","CNKI","chinese",2015,"Wang S. et al., 2015. Thermal tolerance of juvenile Siganus guttatas. Marine Fisheries, 37(03):253-258.","王妤,宋志明,刘鉴毅, 杨刚,庄平,宋超,李伟杰,章龙珍.2015.点篮子鱼幼鱼的热耐受特征.海洋渔业,37(03):253-258.","10.13233/j.cnki.mar.fish.2015.03.007.","海洋渔业","s_400"
"Payne_et_al_2022","GS","english",2022,"Payne, C., Bovio, R., Powell, D.L., Gunn, T.R., Banerjee, S.M., Grant, V., Rosenthal, G.G. and Schumer, M., 2022. Genomic insights into variation in thermotolerance between hybridizing swordtail fishes. Molecular Ecology.",,"10.1111/mec.16489","Molecular Ecology","s_294"
"Sylvester_et_al_1975","Cereja_2020","english",1975,"Sylvester, J.R., 1975. Critical thermal maxima of three species of Hawaiian estuarine fish: a comparative study. Journal of Fish Biology, 7(2), pp.257-262.",,"10.1111/j.1095-8649.1975.tb04597.x","Journal of Fish Biology","s_363"
"Wood_et_al_2016","Leiva_et_al_2019","english",2016,"Wood CM et al. 2016 Mammalian metabolic rates in the hottest fish on earth. Sci. Rep.6",,,,"s_410"
"Baag_et_al_2020","GS","english",2020,"Baag, S., Mahapatra, S. and Mandal, S., 2020. Unravelling the effects of elevated temperature on the physiological energetics of Bellamya bengalensis. Journal of Thermal Biology, 88, p.102494.",,"10.1016/j.jtherbio.2019.102494.","Journal of Thermal Biology","s_18"
"Dong_et_al_2020","GS","english",2020,"Dong, H., Zheng, X., Kumar, V., Roy, S., Duan, Y., Gao, H. and Zhang, J., 2020. Dietary supplementation of teprenone potentiates thermal and hypoxia tolerance as well as cellular stress protection of Epinephelus coioides juveniles reared under multiple stressors. Aquaculture, 514, p.734413.",,"10.1016/j.aquaculture.2019.734413","Aquaculture","s_111"
"Debnath_et_al_2006","Cereja_2020","english",2006,"Debnath, D., Pal, A.K., Sahu, N.P., Baruah, K., Yengkokpam, S., Das, T. and Manush, S.M., 2006. Thermal tolerance and metabolic activity of yellowtail catfish Pangasius pangasius (Hamilton) advanced fingerlings with emphasis on their culture potential. Aquaculture, 258(1-4), pp.606-610.",,"10.1016/j.aquaculture.2006.04.037","Aquaculture","s_101"
"Ulaje_Fernandez_2020","GS","spanish",2020,,"Ulaje Fernandez, S.A., 2020. Expresión de genes de rutas metabólicas involucradas en la respuesta a estrés por hipertermia e hipoxia a corto y largo plazo en camarón blanco (Litopenaeus vannamei).",,"Doctoral thesis","s_376"
"Li_et_al_2015","CNKI","chinese",2015,"Li L., Song X., Lin Y., Zhong S., Qiao Y., Mao Y., Su Y., Wang J. 2015. Thermal tolerance of Marsupenaeus japonicus compared with that of Litopenaeus vannamei and Exopalaemon carinicauda. Journal of Fishery Sciences of China: 22(3): 418-425.","李丽君, 宋晓红, 林瑶琼, 钟声平, 乔莹, 毛勇等. 2015. 日本囊对虾耐热性状及其与凡纳滨对虾、脊尾白虾的比较. 中国水产科学, 22(3): 418-425.","10.3724/SP.J.1118.2015.14257","中国水产科学","s_218"
"Sánchez_2010","GS","spanish",2010,,"Sánchez, R.A.G., 2010. Fisiología térmica y expresión diferencial en adultos de Litopenaeus vannamei sometidos a estrés térmico.",,"Doctoral thesis","s_364"
"Kumlu_et_al_2010","Leiva_et_al_2019","english",2010,"Kumlu, M., Türkmen, S. and Kumlu, M., 2010. Thermal tolerance of Litopenaeus vannamei (Crustacea: Penaeidae) acclimated to four temperatures. Journal of Thermal Biology, 35(6), pp.305-308.",,"10.1016/j.jtherbio.2010.06.009","Journal of Thermal Biology","s_209"
"Kir_et_al_2023","GS","english",2023,"Kır, M., Sunar, M.C., Topuz, M. and Sarıipek, M., 2023. Thermal acclimation capacity and standard metabolism of the Pacific white shrimp Litopenaeus vannamei (Boone, 1931) at different temperature and salinity combinations. Journal of Thermal Biology, 112, p.103429.","Kır, M., Sunar, M.C., Topuz, M. and Sarıipek, M., 2023. Thermal acclimation capacity and standard metabolism of the Pacific white shrimp Litopenaeus vannamei (Boone, 1931) at different temperature and salinity combinations. Journal of Thermal Biology, 112, p.103429.","10.1016/j.jtherbio.2022.103429","Journal of Thermal Biology","s_197"
"Barker_et _al_2018","Cereja_2020","english",2018,"Barker, B.D., Horodysky, A.Z. and Kerstetter, D.W., 2018. Hot or not? Comparative behavioral thermoregulation, critical temperature regimes, and thermal tolerances of the invasive lionfish Pterois sp. versus native western North Atlantic reef fishes. Biological invasions, 20, pp.45-58.",,"10.1007/s10530-017-1511-4","Biological Invasions","s_24"
"Jung_et_al_2019","GS","english",2019,"Jung, E.H., Brix, K.V. and Brauner, C.J., 2019. The effect of temperature acclimation on thermal tolerance, hypoxia tolerance and aerobic scope in two subspecies of sheepshead minnow; Cyprinodon variegatus variegatus and Cyprinodon variegatus hubbsi. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology, 232, pp.28-33.",,"10.1016/j.cbpa.2019.03.004","Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology","s_190"
"Guerrero_et_al_2022","GS","english",2022,"García-Guerrero, M., Avilés-Espinoza, N., Lizarraga-Sanchez, G., Herrera-Rodríguez, G., Valdez-Martínez, D. and Hernández-Sandoval, P., 2022. Maximum critical temperature and oxygen consumption during thermoregulation in Macrobrachium americanum (Bate, 1868) adult prawns. Latin american journal of aquatic research, 50(2), pp.301-309.","García-Guerrero, M., Avilés-Espinoza, N., Lizarraga-Sanchez, G., Herrera-Rodríguez, G., Valdez-Martínez, D. and Hernández-Sandoval, P., 2022. Maximum critical temperature and oxygen consumption during thermoregulation in Macrobrachium americanum (Bate, 1868) adult prawns. Latin american journal of aquatic research, 50(2), pp.301-309.","http://dx.doi.org/10.3856/vol50-issue2-fulltext-2824","Latin American Journal of Aquatic Research","s_152"
"Reyes_Avalos_et_al_2023","GS","english",2023,"Reyes-Avalos, W., Melgarejo-Velásquez, G., Yzásiga-Barrera, C. and Ferrer-Chujutalli, K., 2023. Thermal tolerance of the male freshwater prawn Cryphiops caementarius exposed to different acclimation temperatures. Journal of Thermal Biology, 113, p.103494.","Reyes-Avalos, W., Melgarejo-Velásquez, G., Yzásiga-Barrera, C. and Ferrer-Chujutalli, K., 2023. Thermal tolerance of the male freshwater prawn Cryphiops caementarius exposed to different acclimation temperatures. Journal of Thermal Biology, 113, p.103494.","10.1016/j.jtherbio.2023.103494","Journal of Thermal Biology","s_314"
"Bennett_&_Beitinger_1997","Cereja_2020","english",1997,"Bennett, W.A. and Beitinger, T.L., 1997. Temperature tolerance of the sheepshead minnow, Cyprinodon variegatus. Copeia, pp.77-87.",,"10.2307/1447842","Copeia","s_32"
"Jimenez_et_al_2019","GS","english",2019,"Jimenez, A.G., Braun, E. and Tobin, K., 2019. How does chronic temperature exposure affect hypoxia tolerance in sheepshead minnows’(Cyprinodon variegatus variegatus) ability to tolerate oxidative stress?. Fish physiology and biochemistry, 45, pp.499-510.",,"10.1007/s10695-018-0583-0.","Fish Physiology and Biochemistry","s_186"
"Das_et_al_2020","GS","english",2020,"Das, P., Saharan, N., Pal, A.K., Sahu, N.P., Prakash, C. and Tiwari, V.K., 2020. Thermal tolerance limit and oxygen consumption rates of Labeo gonius (Hamilton, 1822) fingerlings acclimated to four different temperatures.","Das, P., Saharan, N., Pal, A.K., Sahu, N.P., Prakash, C. and Tiwari, V.K., 2020. Thermal tolerance limit and oxygen consumption rates of Labeo gonius (Hamilton, 1822) fingerlings acclimated to four different temperatures.","10.22271/j.ento.2020.v8.i5r.7683","Journal of Entomology and Zoology Studies","s_94"
"Harada_et_al_2010","GS","english",2010,"Harada, T., Ikeda, S. and Ishibashi, T., 2010. Cross tolerance between heat and cold stress by warm temperate Aquarius paludumpaludum and subtropical Aquarius paludumam amiensis, semi-aquatic bugs (Gerridae, Heteroptera). Formosan Entomologist, 30, pp.113-128.",,"10.6661/TESFE.2010009","Formosan Entomologist","s_157"
"Åsheim_et_al_2022","GS","english",2022,"Åsheim, E.R., Andreassen, A.H., Morgan, R., Silvestre, M. and Jutfelt, F., 2022. Water salinity does not affect acute thermal tolerance (CTmax) in zebrafish (Danio rerio). bioRxiv, pp.2022-08.",,"10.1101/2022.08.02.502531",,"s_437"
"Cortemeglia_&_Beitinger_2005","Leiva_et_al_2019","english",2005,"Cortemeglia, C. and Beitinger, T.L., 2005. Temperature tolerances of wild-type and red transgenic zebra danios. Transactions of the American Fisheries Society, 134(6), pp.1431-1437.",,"10.1577/T04-197.1","Transactions of the American Fisheries Society","s_80"
"Yanar_et_al_2023","GS","english",2023,"Yanar, M., Evliyaoğlu, E., & Tekelioğlu, B.K. (2023). Sex Differences in Thermal Tolerance of Nine Ornamental Fish Species from the Poecilidae, Cichlidae and Cyprinidae Family. Turkish Journal of Fisheries and Aquatic Sciences, 23, TRJFAS22738. http://doi.org/10.4194/TRJFAS22738",,"10.4194/TRJFAS22738","Turkish Journal of Fisheries and Aquatic Sciences","s_415"
"Sidhu_et_al_2014","Leiva_et_al_2019","english",2014," Sidhu R, Anttila K, Farrell AP. 2014 Upper thermal tolerance of closely related Danio species. J. Fish Biol. 84, 982–995.",,,"Journal of fish biology","s_342"
"Arntsen_2021","GS","english",2021,"Arntsen, J., 2021. Thermal preference in both temperature acclimated and thermal tolerance-selected zebrafish (Danio rerio) (Master's thesis, NTNU).",,"11250/2825149","Master thesis","s_14"
"Andreassen_et_al_2022","GS","english",2022,"Andreassen, A.H., Hall, P., Khatibzadeh, P., Jutfelt, F. and Kermen, F., 2022. Brain dysfunction during warming is linked to oxygen limitation in larval zebrafish. Proceedings of the National Academy of Sciences, 119(39), p.e2207052119.",,"10.1073/pnas.2207052119","PNAS","s_10"
"Åsheim_et_al_2020","GS","english",2020,"Åsheim, E.R., Andreassen, A.H., Morgan, R. and Jutfelt, F., 2020. Rapid-warming tolerance correlates with tolerance to slow warming but not growth at non-optimal temperatures in zebrafish. Journal of Experimental Biology, 223(23), p.jeb229195.",,"10.1242/jeb.229195","Journal of Experimental Biology","s_436"
"Wu_et_al_2022","GS","english",2022,"Wu, Y., Yu, X., Suo, N., Bai, H., Ke, Q., Chen, J., Pan, Y., Zheng, W. and Xu, P., 2022. Thermal tolerance, safety margins and acclimation capacity assessments reveal the climate vulnerability of large yellow croaker aquaculture. Aquaculture, 561, p.738665","Wu, Y., Yu, X., Suo, N., Bai, H., Ke, Q., Chen, J., Pan, Y., Zheng, W. and Xu, P., 2022. Thermal tolerance, safety margins and acclimation capacity assessments reveal the climate vulnerability of large yellow croaker aquaculture. Aquaculture, 561, p.738665","10.1016/j.aquaculture.2022.738665","Aquaculture","s_412"
"Tian_et_al_2022","GS","english",2022,"Tian, S., Zhou, K., Liao, Y., Tang, Y., Liu, Q., Zhang, R., Shou, L. and Zeng, J., 2022. Effects of temperature shock on the survival of different life stages of large yellow croaker (Larimichthys crocea) by simulated power plant cooling water. Frontiers in Marine Science, 9, p.1037137.",,"10.3389/fmars.2022.1037137.","Frontiers in Marine Science","s_368"
"Ward_&_Beitinger_1993","Cereja_2020","english",1993,"Ward, R., Blandon, I.R., King, T.L. and Beitinger, T.L., 1993. Comparisons of critical thermal maxima and minima of juvenile red drum (Sciaenops ocellatus) from Texas and North Carolina. Gulf of Mexico Science, 13(1), p.3.",,"10.18785/negs.1301.03","Gulf of Mexico Science","s_402"
"Ern_et_al_2016","Leiva_et_al_2019","english",2016," Ern R, Norin T, Garperl K, Esbaugh AJ. 2016 Oxygen dependence of upper thermal limits in fishes. J. Exp. Biol. 219, 3376–3383. (",,"10.1242/jeb.143495","The Journal of experimental biology","s_124"
"Fries_&_Gibson_2010","Leiva_et_al_2019","english",2010," Fries JN, Gibson JR. 2010 Critical thermal maxima of captive-bred Devils River minnows (Dionda diaboli). Southwest. Nat. 55, 544–551.",,"10.1894/RJE-02.1","The Southwestern Naturalist","s_135"
"Zhu_et_al_2019","GS","english",2019,"Zhu, T., Li, X., Wu, X. and Yang, D., 2019. Growth and thermal tolerance of a Tibet fish Schizopygopsis younghusbandi juveniles acclimated to three temperature levels. Journal of Applied Ichthyology, 35(6), pp.1281-1285.","Zhu, T., Li, X., Wu, X. and Yang, D., 2019. Growth and thermal tolerance of a Tibet fish Schizopygopsis younghusbandi juveniles acclimated to three temperature levels. Journal of Applied Ichthyology, 35(6), pp.1281-1285.","10.1111/jai.13971","Journal of Applied Ichthyology","s_429"
"Zeng_et_al_2019","CNKI","chinese",2019,"Zeng B., Zhang B., Mu Z., Liu H., Zhou J., Wang W. 2019. Tolerance of Juveniles of Three Species Native Fishes in Tibet to Water Temperature. Fisheries Science, 38(1):115-118.","曾本和,张忭忭,牟振波,刘海平,周建设,王万良. 2019. 3种西藏土著鱼类幼鱼水温耐受性的初步研究.水产科学,38(01):115-118.","10.16378/j.cnki.1003-1111.2019.01.018.","水产科学","s_424"
"He_et_al_2020","CNKI","chinese",2020,"He L., Wang W., Zeng B., Yang R, Liu H., Zeng X., Xu Z., Wang J. 2020. The study on the temperature tolerance of different sizes of Schizothorax waltoni. Acta Hydrobiologica Sinica, 44(6): 1230-1238.","何林强, 王万良, 曾本和, 杨瑞斌, 刘海平, 曾小理, 徐兆利, 王建. 2020. 不同规格拉萨裂腹鱼温度耐受性研究[J]. 水生生物学报, 44(6): 1230-1238.","10.7541/2020.143","水生生物学报","s_159"
"McDonnell_&_Chapman_2015","Leiva_et_al_2019","english",2015," McDonnell LH, Chapman LJ. 2015 At the edge of the thermal window: effects of elevated temperature on the resting metabolism, hypoxia tolerance and upper critical thermal limit of a widespread African cichlid. Conserv. Physiol. 3. (",,,"Conservation Physiology","s_246"
"McDonnell_et_al_2019","GS","english",2019,"McDonnell, L.H., Reemeyer, J.E. and Chapman, L.J., 2019. Independent and interactive effects of long-term exposure to hypoxia and elevated water temperature on behavior and thermal tolerance of an equatorial cichlid. Physiological and Biochemical Zoology, 92(3), pp.253-265.",,"10.1086/702712","Physiological and Biochemical Zoology","s_247"
"McKie_et_al_2004","GS","english",2004,"McKie, B.G., Cranston, P.S. and Pearson, R.G., 2004. Gondwanan mesotherms and cosmopolitan eurytherms: effects of temperature on the development and survival of Australian Chironomidae (Diptera) from tropical and temperate populations. Marine and Freshwater Research, 55(8), pp.759-768.",,"10.1071/MF04023","Marine and Freshwater Research","s_249"
"Zhu_et_al_2022","GS","english",2022,"Zhu, T., Li, X., Wu, X. and Yang, D., 2022. Temperature Acclimation Alters the Thermal Tolerance and Intestinal Heat Stress Response in a Tibetan Fish Oxygymnocypris stewarti. Frontiers in Microbiology, 13.",,"10.3389/fmicb.2022.898145","Frontiers in Microbiology","s_430"
